id,text,sentiment
1f94d9ef-0116-4dc9-a125-7a08d7f71098,"the headphones performs comfortable for daily use, quality is top-notch",1
d0e0d624-b62c-4c6d-9a96-1373af4d4313,the phone performs flimsy overall,0
64f16581-3e6a-46fc-9bc7-57ea11704f1f,"the blender works fantastic for school, battery lasts long",1
76018f93-7019-4118-bebd-f80edb197849,"the shoes looks uncomfortable overall, do not recommend",0
79078f9b-1f12-473b-8649-4789b5ffc60f,"the shoes works great for work, battery lasts long",1
126448d7-34c0-4787-a61b-4d173bbd57f9,"this product works slow for gaming, waste of money",0
2bd43219-4480-467b-809b-3fc4601bb6e7,"the blender feels durable, very satisfied",1
e1a8ebc8-489a-4cc2-918a-1399f5fa56e5,"the laptop performs comfortable for travel, would buy again",1
bb4c66aa-84ab-486a-9e61-f7046ad1e66b,the shoes feels bad for the price,0
e6638407-05d2-4720-9554-7653585879bc,"the headphones performs great for the price, would buy again",1
d688f72c-67d2-44a1-93b7-c9dc442b8b94,"the shoes looks slow for daily use, quality is poor",0
d6302e76-8018-4e18-a363-f064594855f1,"this product is fantastic for school, highly recommend",1
3e590c71-0e14-49d1-919b-b5a47e89005a,"the tablet is worth it for school, great value",1
451ae308-3adc-4d03-b839-e02dd6a0ab40,"the shoes is amazing, would buy again",1
f92749a2-faef-49d2-9736-43f8678afc6e,"the jacket is bad overall, waste of money",0
8505aa1d-c275-44f6-b321-89d21b1f00f2,"the phone feels durable, battery lasts long",1
8c351d70-ed24-4f9f-85f5-08e3f43b08b7,"the laptop looks disappointing for work, quality is poor",0
821633a3-d87f-45b1-826e-b605985dfe54,"this product is worth it for gaming, battery lasts long",1
7e6733a0-9d7a-48ba-b324-92caa0299f22,"the jacket is reliable for travel, would buy again",1
4908e5f6-21de-4d0c-b318-d1ffa18db792,this product feels uncomfortable,0
ce7698f9-f089-44d5-b2ba-4ef55ca58a58,"the laptop is terrible for travel, shipping was slow",0
74384d10-1c40-4c9f-8975-9ac04e77ece2,"this product looks fast for daily use, battery lasts long",1
4ce4a248-29c2-4d92-86c5-d366a31b0b9a,the phone looks flimsy overall,0
d98d9f38-9273-4c64-81b5-192cc30e422f,"the watch is flimsy for the price, very disappointed",0
fa11758a-716e-4b6b-9e71-cf547b719757,"the shoes is comfortable for travel, quality is top-notch",1
9919ec48-f233-4f0e-9292-37ff369acd39,the blender works fragile for the price,0
3cbd13ca-2a5e-4ac3-be85-a881fca9171a,"the phone performs flimsy for school, do not recommend",0
22c73ea3-cd1b-41bf-af7d-47ed8f69fd48,"the tablet works awful for gaming, waste of money",0
13607f33-2220-4197-86c8-c2e381a6506e,the shoes feels great for work,1
0208b595-cc88-4bfc-b474-5b5b7d9d813c,"the jacket is bad for gaming, very disappointed",0
eedd7597-b042-48ed-b699-299042cf76cc,"the camera feels worth it, great value",1
b69f8554-41ab-4096-a6e9-99d8a0811384,"the watch performs slow for work, very disappointed",0
3daed386-b87f-4609-a207-2ab18e857572,"the blender looks durable overall, would buy again",1
187b7fc9-9086-4a41-95e8-6fd0070f5e6c,"the phone is fast for daily use, shipping was fast",1
2894517c-de51-4a91-8d26-e3554be6c00b,"the camera works unreliable for gaming, shipping was slow",0
054d239f-203c-4eaf-9a0c-67a6342e2234,"the jacket works terrible for work, waste of money",0
d721882b-b9c8-485e-922d-a436111262de,"the jacket performs bad for daily use, quality is poor",0
93870fd3-0059-476f-bf1c-db3961920a90,"the shoes performs excellent for daily use, highly recommend",1
58db3f05-ddf7-4ce1-9cfa-975e3f4460e7,"the phone is excellent, battery lasts long",1
7703df5a-3e00-4d67-bb2c-bbf7e02ce5a0,the headphones performs durable for the price,1
f85576b4-de07-4548-8c37-628e3f29dda7,"the phone looks fantastic overall, great value",1
6513c0a6-4a77-4ac6-9501-0b98e45cf20b,"the watch is excellent for school, great value",1
1f035f76-1a3e-4fd2-aeb1-e4f1f5f4a8ac,"the shoes feels great for work, shipping was fast",1
34900d6d-0bf2-4752-839d-46a3e47e5439,"the jacket feels fast for travel, very satisfied",1
a726c467-dcc3-44a3-a893-7a9a0cba3cfa,"the watch feels awful for the price, quality is poor",0
2efb3255-b014-45f8-8590-6f100e9fad14,"the shoes feels fast for work, great value",1
9666ec9a-30ed-4a5c-9984-0173269a0e01,"the phone works slow, very disappointed",0
f2c8af85-5137-46c3-b9c1-8cc8b0ff1637,"the tablet is fantastic for gaming, highly recommend",1
86edb9e3-dc76-4a72-a1d3-3cf063b02d23,"the headphones performs slow for school, very disappointed",0
0fd63d73-b4fd-4bc0-8d44-bfac794adf03,"the camera feels solid for work, would buy again",1
520b7592-ae44-4e1d-89f3-01607e7ab285,the tablet feels excellent for travel,1
3804d5d5-b079-4a0e-938b-484844bef830,the camera works fantastic for daily use,1
660f1f12-472d-493c-8283-0d9b6c7c717d,"the laptop looks uncomfortable for the price, very disappointed",0
17a95c6c-8555-46a7-8022-8f130ad57518,"the watch looks fantastic, great value",1
89a8a44c-6d25-4a13-945e-b5fa0b36e825,"the watch looks excellent for daily use, quality is top-notch",1
b3f56074-4281-4eb8-948e-c4e97a566152,"the blender feels great for school, great value",1
5c7068f3-6ee5-4c94-b7e0-3bc99928e966,the watch is fantastic,1
3e3ec2a8-18a6-44a9-940c-c23deb748f90,"the blender looks flimsy for daily use, shipping was slow",0
f3f7e49f-4d28-4bc5-a568-eaafc9f72d21,"the tablet performs disappointing overall, battery dies quickly",0
97a34b78-74bd-4d80-9143-c07b1d78a6ab,"the laptop feels flimsy for school, would not buy again",0
7ffd878e-af34-4f84-a5d7-5bec29e3e145,"the shoes works disappointing for work, do not recommend",0
eff8f96c-635d-409d-b76a-f23082b67e9a,"the shoes works disappointing overall, waste of money",0
d63be414-d6b1-46e2-bae0-99488b89c71c,"the headphones performs uncomfortable for school, quality is poor",0
5b7e990b-c856-41dc-bbc9-10ff945993b1,"the tablet looks amazing for the price, shipping was fast",1
9c59f733-44db-42e1-bc36-2dbff037cf8b,"this product performs solid overall, quality is top-notch",1
c3397ede-a625-47af-bb02-e1fa3ac406b8,"the headphones feels amazing, battery lasts long",1
99f534c5-e0fe-43fa-866a-d311a505e43c,"the laptop performs solid for travel, very satisfied",1
325b774f-f629-4488-92ad-ae4e7cd56b9a,"the jacket works unreliable for the price, shipping was slow",0
ee0f0fd8-cdb0-4487-adff-5a22e60d2358,the headphones looks not worth it for daily use,0
51b49dca-1ba0-4005-a745-5ad724ede0c0,"the camera is excellent for work, shipping was fast",1
1923e24f-611c-4fce-bd3e-d3be133023d4,"the watch works fantastic for gaming, quality is top-notch",1
0a594be1-0e1f-461f-b41f-5be3b92a1ab7,"the jacket works unreliable for school, would not buy again",0
da0c4024-8c98-4f61-b457-169dbf4421d3,the blender looks durable for travel,1
bc7da465-0f50-4ae5-b50e-24d0827a6eb7,the phone works awful overall,0
b3cf028d-6f35-4868-8e87-045367a1a770,"the blender is awful overall, quality is poor",0
e46a02f5-cd88-4948-b5c9-82d89163943b,"the laptop looks disappointing for gaming, waste of money",0
ad63dd13-2cfb-4248-9ca4-bacaefd5a9b1,"the watch is comfortable for work, quality is top-notch",1
988ce02e-9d7a-4acd-a250-62722b689d7b,"the blender looks worth it for work, great value",1
f02d6043-d016-4d46-aa2e-e1d5af90b9dc,"the blender works bad, do not recommend",0
d397e72b-66a3-4260-8bf7-7874f296932f,"the camera looks flimsy overall, quality is poor",0
3b0db1fd-198a-455e-899e-bbfa5a836b73,"the watch is flimsy for work, do not recommend",0
2c65c4ba-47d9-414a-ba6c-c1b785dd9584,"the jacket is uncomfortable for travel, battery dies quickly",0
fa00030a-7e7a-4e4a-a814-dca5cdcfd5ce,"the laptop performs awful, shipping was slow",0
4d058c5b-4d91-4434-ba4f-41464a5f3c27,"the headphones feels fantastic for travel, shipping was fast",1
7a692c9c-92db-45e4-9e76-00dd626a8ec4,"the shoes feels not worth it overall, do not recommend",0
0a5de48a-fa9c-49dc-971d-2af7889deb3b,"the phone performs great overall, would buy again",1
a1af331a-bb6e-4dfe-b86a-d970be9a66d5,the headphones works not worth it for the price,0
743fa299-d755-4443-b2fe-5ee60e2df309,"the blender is disappointing for gaming, shipping was slow",0
6527bb94-e139-4d95-a691-313ed9346295,"the phone feels comfortable for work, great value",1
263127f8-a133-4234-b9ab-7d3636e38950,"the shoes feels awful for the price, waste of money",0
6f57b561-d662-432f-ad78-33928c6af81c,"the jacket works not worth it for the price, very disappointed",0
e2dce532-6cf8-404a-a876-d89ab435754b,the watch looks terrible for daily use,0
e55bbd69-6fba-4971-8b93-60e564749158,the watch works bad for daily use,0
43e6bf1b-2c07-470d-b4a6-7790e25eb070,the blender performs slow for school,0
e14cc6ae-bd0d-4143-ac70-462d9a0dd852,the jacket performs solid for school,1
09314c6c-7340-4839-a6ad-6e1877a66914,"this product works fast for the price, quality is top-notch",1
53781354-ed2e-46e5-8918-f0556de30410,"the camera is not worth it for school, quality is poor",0
674eabfa-774a-4fcb-9a02-af5d5716f9f8,the laptop performs flimsy for school,0
b1ec585e-62f1-499b-99af-19ad6cac340d,"the watch performs worth it for travel, battery lasts long",1
a4b9142b-306b-4cb4-aa6e-44fd47ba535e,"the tablet performs comfortable for daily use, highly recommend",1
ed78dc56-b3fd-4dcf-af56-47a549e0b40d,"the jacket works disappointing for travel, waste of money",0
2e114aa8-779d-47af-bb05-234e73cdb3f4,"the jacket performs fragile for travel, quality is poor",0
9d30c396-2073-4c6d-bef7-cbdd6e9d5ffe,"the laptop performs awful for school, battery dies quickly",0
85bf7a0a-c1b1-4526-89a3-53ba3c4c6e25,"the headphones works flimsy, very disappointed",0
63fdb8ee-ab46-4a10-9bc8-0fe2686dc3f0,"the jacket works uncomfortable for work, waste of money",0
74c5600c-505f-4bb1-afe6-8e3a17808838,the tablet works excellent for the price,1
6c17afa6-43d9-47cd-af41-3a36c58390b2,the tablet looks fantastic for daily use,1
2b02e967-3a3f-4924-bf45-639b2abeb014,"the jacket feels not worth it for the price, do not recommend",0
7e99bc59-2865-44f1-af74-049b1a390172,"the headphones performs not worth it for school, waste of money",0
1341a33e-054e-4179-8ad7-b0dc7fa8c303,"the phone performs worth it for gaming, great value",1
8c2ba7fc-4519-4bbd-bd77-31607709a4ef,this product feels comfortable for gaming,1
50502bfc-e8a7-4828-ab02-a9fd7a4030d7,"the phone performs durable for work, highly recommend",1
3bc1c9c0-0e52-4958-a3b2-027bb99689a7,"the jacket performs terrible for work, shipping was slow",0
1bc662c1-cd8e-47a5-a3c9-2dbb2744e6a9,"the watch works unreliable, battery dies quickly",0
4b3f37b3-06ae-4009-a674-1869cd66c932,"the laptop performs bad for work, battery dies quickly",0
dbc60d6b-32c8-4cac-b765-bba3223557e1,"the phone works fast for work, highly recommend",1
52dff9b1-9a5c-41bb-b96d-ae458e97bc8a,"the laptop performs fragile for school, battery dies quickly",0
10bef401-c643-4c1d-ac0d-d1a984c597a6,"the tablet works fragile for daily use, would not buy again",0
3cdcc583-5ff0-4013-87e7-3a9f9ad5b895,"the phone performs flimsy for work, battery dies quickly",0
a456ffd0-7c77-49e6-8db7-7ef8c32ad680,"this product feels fragile for school, very disappointed",0
7e0b4fba-ecfb-445d-a0c1-229e91c798b1,"this product performs worth it for the price, highly recommend",1
526b9ac8-d36d-4ac4-b168-704220f0f13a,"the shoes feels worth it for gaming, would buy again",1
c3646ff1-d37d-4294-b136-8035085d71e4,"the headphones performs reliable, quality is top-notch",1
b7ef0c14-ff15-43dd-acbc-eb80ee48cc5b,"the shoes works fantastic for work, very satisfied",1
a428db8f-17bc-47ac-8cad-518610f5e8fa,"the camera looks comfortable for the price, battery lasts long",1
d250d48b-95a7-45a3-86e6-374628cd4f31,the shoes is terrible for gaming,0
f8c259d6-1a13-45a4-9a57-89572f6a67ac,the laptop looks uncomfortable for school,0
bbbfabe1-9e5c-437d-9fcf-5270a9d6558e,"the laptop looks bad for travel, shipping was slow",0
e9d11dd5-9690-4213-a188-bb7ba484ead5,"the tablet looks disappointing overall, quality is poor",0
bf90c7d7-40bd-45af-8553-de785c903717,this product is slow for gaming,0
caf772c1-8dd1-401e-a9ed-437cdec54299,the laptop feels not worth it for gaming,0
3096e403-8cc0-4d41-abef-372fa18e12b5,"the tablet works disappointing overall, quality is poor",0
bd9d9a51-1f51-4bfa-aff5-b69fb3591560,"the phone feels slow for gaming, very disappointed",0
75a602d4-6807-4fa1-bf02-57235008c21f,"the watch is worth it, shipping was fast",1
080884d8-965e-427d-8ee3-f8f03e3090c2,"the camera looks reliable for gaming, great value",1
96bb69d2-5237-4724-8365-37a9145cb54a,"the blender looks worth it for work, quality is top-notch",1
26be8bd6-7196-4493-8d0d-2c233d5f51d3,"the laptop is amazing overall, great value",1
edb3c13f-0276-4229-b331-5cb206894418,"the blender performs great for work, shipping was fast",1
9e332188-8ff4-4b62-901f-893ba61d789c,"the jacket performs fantastic for travel, quality is top-notch",1
c9967169-7b57-4d99-9062-d13c95b7aa12,"the headphones performs fragile for gaming, shipping was slow",0
1640b369-cdce-4ed8-ba65-01f5d80ecc9e,"the headphones is awful for travel, quality is poor",0
8367c67a-6688-4b15-9e3b-2308e18d812f,"the camera looks reliable, highly recommend",1
4344e463-0086-4a3a-82f3-a5135039828a,"the jacket performs unreliable for daily use, do not recommend",0
281c23ea-0aaf-438c-bb0d-e0f597c900a8,"the shoes performs flimsy for school, battery dies quickly",0
49653c8e-c364-4e15-9aae-f8a632ee1517,"the laptop is not worth it for daily use, would not buy again",0
c9cabe25-005b-4c0f-a922-3c5d59e33100,"the laptop performs fragile for work, waste of money",0
83c251c0-22dd-49da-81e8-e476ba634342,"the headphones performs not worth it, do not recommend",0
324f88be-0773-4b82-9e30-015afed04db0,"the phone works reliable for work, highly recommend",1
d7dfd146-7a8b-462b-ac70-063ebc54ace8,"this product works fantastic for school, quality is top-notch",1
6dca3a9e-52b2-4c69-8ff5-fd8ea4c642b9,"the phone performs solid for gaming, battery lasts long",1
1dc247fd-49aa-4f4f-942b-a201ccc80e83,"the tablet is slow for school, battery dies quickly",0
f4bbf26c-7f14-4a05-802c-faf953dce521,the headphones feels unreliable for the price,0
bfd1d8f5-a3ce-4e6d-8d25-0aca4139f165,"the watch works comfortable, quality is top-notch",1
23642ac6-dc64-41b9-81d9-a5306d7706ed,"the headphones looks excellent for the price, quality is top-notch",1
dc944579-6eac-45f0-86eb-71a4cb5ad5e1,"the jacket looks amazing for daily use, shipping was fast",1
a89602f1-9800-478b-9104-1d7b98ff3c8c,the laptop looks great overall,1
15010354-f85d-409e-af85-bb93970b3251,"the phone feels fast, battery lasts long",1
a9be0d1b-b07d-4def-89f7-ddce49a5a886,"the watch performs fragile overall, battery dies quickly",0
8ed7faea-b1cf-4f05-96b0-f6d576c9ede6,"the shoes looks solid, very satisfied",1
15be7bce-c8cd-4e32-b7c0-cfa54d1ca868,"the tablet looks comfortable for school, very satisfied",1
89e8808a-cd06-4bec-a09a-f0cc4ac3c769,"the tablet is bad, waste of money",0
6126fe24-cc45-45c2-984a-8e05ebeaa509,"the headphones performs disappointing for work, quality is poor",0
a1274e94-5dcd-4433-b712-9b1c57b1b16c,the headphones looks disappointing for gaming,0
1f90ab6f-f1bf-4bc9-b4ba-a024bbb3cb47,"the laptop works uncomfortable, battery dies quickly",0
41351e85-a003-4bac-befd-4ec820d6ea8c,"the laptop performs uncomfortable for school, quality is poor",0
97708452-f798-4965-81e9-447393f8c0d5,"the camera looks bad, would not buy again",0
84f0a277-cb31-40b1-848f-29a94068801e,"the laptop performs excellent for travel, quality is top-notch",1
72696fe2-dadb-42d0-93bc-536e947042ba,"the phone performs flimsy for daily use, battery dies quickly",0
c8108bcc-2d21-4a76-8bce-9d8b7b03856e,"the shoes performs comfortable for daily use, highly recommend",1
fde2d285-c259-4dbe-933e-e80e4659b1ee,"the jacket performs flimsy overall, quality is poor",0
6f5ab49d-7432-466f-ba05-9bc2e5f05e71,"the phone is great for the price, shipping was fast",1
50f4a7de-068a-409f-aa4f-73345e1054ff,"the tablet looks amazing for the price, would buy again",1
8f504d7a-0805-4a7f-9eaf-01e9a6a91690,"the blender looks solid for the price, shipping was fast",1
8a32eb06-db4b-4790-9124-e63103173b5b,"the camera is fast overall, would buy again",1
93f5a458-8d62-45fd-ae83-cfeb335027ff,"the jacket feels comfortable for school, battery lasts long",1
79c65c59-f3f1-4260-91bd-df9f305d03cc,"the blender is solid for work, highly recommend",1
0b53fcf9-0bb5-4c99-b7ab-135ae21756a6,"the shoes looks fantastic for travel, shipping was fast",1
c385a3b4-6d36-4f08-942d-14926d61d16d,"the blender is excellent for work, shipping was fast",1
7163188a-c979-4f4f-8c19-f2d78ad9d66f,"the shoes is flimsy for work, do not recommend",0
890204ae-bcf9-43ca-a585-a8c31e8c4820,"the headphones works not worth it for daily use, would not buy again",0
37e57fac-8dbe-427b-9b7a-70c2f74fd6b8,"the shoes works great overall, would buy again",1
a5345b17-c137-44de-a552-648ac70121cc,"the blender performs not worth it for daily use, would not buy again",0
283329f7-c706-44bf-a432-f5c8b7ee190b,"this product works solid, battery lasts long",1
f7da4416-1ab4-4b38-bc5d-0e0f1e88f8e8,"the tablet looks awful overall, battery dies quickly",0
77ddabcf-c763-4021-91f4-624a4e336f23,"the jacket feels disappointing for daily use, waste of money",0
b006d3b7-358a-46ad-b5d8-e20684d18a96,"the phone looks slow for travel, waste of money",0
524c21e0-eda9-42f1-b1bc-ef12f5a50bc6,"the headphones looks reliable for gaming, battery lasts long",1
227df28f-3a68-492b-8e4e-14959f12a7a1,"the headphones works bad, quality is poor",0
9b9a971f-3587-4953-880e-6045509254b9,"the headphones looks awful for work, do not recommend",0
b254c5a4-d097-4f9a-b0d7-824f992f914c,"the tablet feels great for travel, highly recommend",1
19c5c17c-fe3e-4fc9-82c7-ca2d62aa8e59,the camera looks fragile overall,0
abb3ea7f-576c-40d1-b4b0-b70f0af2a3b5,"the camera works uncomfortable overall, battery dies quickly",0
c5b930d9-268a-4c69-8071-a620acd8746b,"the jacket works uncomfortable overall, do not recommend",0
2278692d-343a-4ee6-a0c8-679529751e5c,the blender feels uncomfortable for school,0
5172a860-b74b-4934-aa2d-ce89ca844dce,"the laptop feels fast for gaming, very satisfied",1
6ca026fb-5a80-43e8-a76d-fb2c3b01654d,"the phone works solid for gaming, very satisfied",1
79d94ce1-3c21-434f-90ea-c5a5bd3b041d,"the watch is worth it, very satisfied",1
22ad8706-4706-4942-80e6-21eb45aa9a29,"the shoes works great for the price, shipping was fast",1
89b97ee5-15e7-4ac4-b82c-7d3498fb40b0,"this product works solid for work, shipping was fast",1
f02203d1-6325-49c6-928b-ea1dd7ae0a9c,"the laptop performs flimsy for gaming, quality is poor",0
f54a48ed-f363-4b10-8441-7b361713a387,"the tablet is excellent for school, quality is top-notch",1
a713cf10-2246-4e38-a4b6-ced3c4b5c548,this product looks unreliable for travel,0
e86ba6f7-eabf-4540-b8cc-eec9b26ce3e0,the shoes looks awful for travel,0
7fcf2c6f-8a84-4ac7-959e-9691f85bc68b,"the watch works uncomfortable for gaming, very disappointed",0
35da6b8e-45af-41cb-8a48-442b593aae0d,"the shoes performs amazing overall, shipping was fast",1
447aa160-218b-4f5a-9ab6-14daac162ce2,"this product is flimsy for travel, do not recommend",0
3348ea42-8871-456c-aedc-99593b8c9752,"the shoes looks fast overall, highly recommend",1
c3fcf27c-f01f-44dd-a20b-2206e0602cac,"the jacket is amazing, highly recommend",1
2c17f1d2-23c8-41f6-9bb2-63d9508282b9,"the headphones is worth it overall, would buy again",1
645d00cf-7b22-40fc-8c3d-862ff1cb2c9b,"the blender feels slow for work, waste of money",0
38cfc754-57d6-4a8c-8b05-3cda336803ea,"the shoes looks solid for daily use, would buy again",1
e71bdf02-b554-466d-960d-e7991cb84895,"the blender works disappointing for the price, battery dies quickly",0
5eadb56c-b952-4c0a-8601-428915aa17c5,"the phone looks not worth it for gaming, quality is poor",0
d5ee30d6-4c89-46f3-a2df-f675594ec4d1,"the tablet looks terrible for school, would not buy again",0
6dd74cc4-11ba-42c3-8d0b-bdb17fae78c4,"the camera feels excellent for daily use, highly recommend",1
36422b7b-5e9f-40af-a927-fa356bf4b449,the blender is excellent,1
5cbde37f-87f7-4e96-81dc-ab4cf2700973,"the watch performs worth it for daily use, shipping was fast",1
fc9b02c2-7fc5-4e0a-90d8-0dbbb113df72,"the headphones performs fantastic for the price, quality is top-notch",1
25db8500-eacb-470e-a07d-0d9f2ec6f4f4,"the camera feels reliable overall, quality is top-notch",1
1f4b83d5-870e-4582-8f86-e961705d1931,"this product looks great overall, highly recommend",1
11799efb-09a7-4e9f-91b0-8fe4a97571ad,"the tablet works durable for work, shipping was fast",1
f6b3f285-29cc-4a21-b004-fc8ee0d1e187,"the jacket performs awful overall, battery dies quickly",0
4d468668-1125-48f8-a9a4-e1bd356c1076,"the laptop feels slow for school, very disappointed",0
8ba88e3f-e8c7-48ad-8628-0d8e1615b028,"this product performs reliable for daily use, highly recommend",1
e6811b47-459c-4182-8b0b-aafc1561de34,"this product feels reliable for travel, quality is top-notch",1
16ed67ab-d0d4-484b-9d44-aa217e2fa006,"this product is great for daily use, would buy again",1
ea53c79d-1b54-4dac-bedf-a903b1643798,"the shoes feels comfortable for school, quality is top-notch",1
98196527-15a5-4d25-8b7b-bb0724079144,"the tablet feels worth it, highly recommend",1
e9c0a27a-f189-47d6-b73f-b8ff8a6c2029,"the watch looks durable for work, battery lasts long",1
f95d3f94-89ab-4acb-a8a7-59633e613275,"the watch works comfortable for travel, quality is top-notch",1
aef6704b-29a3-4a92-be3a-62ce5c64ba57,"the laptop feels great for gaming, would buy again",1
fe6b16f0-f1d7-4873-8052-dbedca7debc2,"this product is uncomfortable for school, would not buy again",0
c46f6453-bbbd-4159-a43a-b9848171eb0a,"the camera works uncomfortable for the price, battery dies quickly",0
6d73cd8b-23f4-46b1-8672-4e45c663fdf6,"this product works bad for work, would not buy again",0
1be0ea87-5257-49da-af03-ab0ae555d91e,"the jacket works slow for work, waste of money",0
05e5821f-2a1b-4eaa-8133-5b1b4574df90,the tablet looks flimsy,0
28304bc1-bda9-4e16-bb3b-6a693f33aca3,"the jacket works terrible for the price, shipping was slow",0
60285ac8-2a3b-4a60-8790-0909864b3d42,"the shoes performs solid for travel, highly recommend",1
825d15bd-ae86-4224-b540-a6570e96c1ed,"the headphones feels comfortable for daily use, great value",1
b88023c0-bdb0-4e39-aadf-db804f41469d,"the camera is fantastic for daily use, would buy again",1
a7654bc1-911b-462d-9961-d5caa9b11252,"the camera is fast for daily use, great value",1
9d8e955d-c2a6-4c15-9138-af5f3cc4e12e,"the phone is not worth it for travel, would not buy again",0
90c31c84-9601-487b-9b48-14ae948d5323,"the phone looks solid, shipping was fast",1
4328485e-b3a2-4c27-a331-b2339441253c,"the watch feels disappointing for travel, waste of money",0
7dfb1b50-e796-490b-9c75-96d3e9aa5c6e,"the phone looks comfortable for daily use, shipping was fast",1
7e912263-605d-4748-aa16-d98e1102e192,"the shoes feels slow for gaming, do not recommend",0
b6870c0d-0716-4046-9556-1a8dd0bf41ac,"the tablet performs awful for gaming, very disappointed",0
0fb6c331-96d4-479f-9df8-5e06d6792b30,"the jacket performs excellent for gaming, very satisfied",1
b112e715-94d3-4c03-a6cd-fc2041fcb189,"the tablet is fantastic for travel, would buy again",1
3ef6e5c6-4e79-4289-bc79-e1f4f4844737,the camera looks uncomfortable for travel,0
cf7b3485-4f0b-4f52-ae67-828ed2357b58,"the phone looks slow, battery dies quickly",0
c9ec0225-0c40-4f46-8e55-71011f81fbb1,"the shoes is awful for the price, quality is poor",0
